Unnamed: 0,Rk,Pk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%,WS,WS/48,BPM,VORP,DraftYr,MPG,PPG,RPG,APG,playerurl,DraftYear,WS_per_Yr,Success,College_PPG,College_RPG,College_APG,College_FG%,College_3P%,College_FT%,College_MPG,College_STL,College_BLK,College_TOV
1292,24,24,CLE,Jared Cunningham,Oregon State,4.0,84.0,605.0,197.0,56.0,39.0,0.347,0.306,0.674,0.2,0.017,-5.7,-0.6,2012,7.2,2.3,0.7,0.5,https://www.sports-reference.com/cbb/players/jared-cunningham-1.html,2012,0.05,0,5.2,2.6,0.4,0.377,0.329,0.75,14.8,0.4,0.4,0.7
1293,25,25,MEM,Tony Wroten,Washington,4.0,145.0,3076.0,1604.0,363.0,437.0,0.413,0.231,0.647,-1.3,-0.021,-3.4,-1.1,2012,21.2,11.1,2.5,3.0,https://www.sports-reference.com/cbb/players/tony-wroten-1.html,2012,-0.325,0,16.0,5.0,3.7,0.443,0.161,0.583,30.3,1.9,0.4,3.8
1294,26,26,IND,Miles Plumlee,Duke,7.0,346.0,5658.0,1697.0,1562.0,178.0,0.542,,0.543,10.6,0.09,-1.9,0.2,2012,16.4,4.9,4.5,0.5,https://www.sports-reference.com/cbb/players/miles-plumlee-1.html,2012,1.5142857142857142,1,4.8,4.8,0.3,0.557,1.0,0.625,15.8,0.5,0.6,1.0
1295,27,27,MIA,Arnett Moultrie,Mississippi State,2.0,59.0,729.0,210.0,180.0,12.0,0.547,,0.667,1.7,0.113,-2.8,-0.1,2012,12.4,3.6,3.1,0.2,https://www.sports-reference.com/cbb/players/arnett-moultrie-1.html,2012,0.85,0,11.4,8.4,1.0,0.511,0.289,0.676,30.2,1.0,0.9,2.1
1296,28,28,OKC,Perry Jones,Baylor,3.0,143.0,1675.0,488.0,252.0,54.0,0.42,0.293,0.66,1.7,0.048,-3.5,-0.6,2012,11.7,3.4,1.8,0.4,https://www.sports-reference.com/cbb/players/perry-jones-1.html,2012,0.5666666666666667,0,13.7,7.4,1.2,0.522,0.279,0.678,32.2,0.7,0.7,2.0
1297,29,29,CHI,Marquis Teague,Kentucky,3.0,91.0,909.0,217.0,90.0,134.0,0.343,0.222,0.661,-0.9,-0.045,-6.5,-1.0,2012,10.0,2.4,1.0,1.5,https://www.sports-reference.com/cbb/players/marquis-teague-1.html,2012,-0.3,0,10.0,2.5,4.8,0.412,0.325,0.714,32.6,0.9,0.3,2.7
1298,30,30,GSW,Festus Ezeli,Vanderbilt,3.0,170.0,2394.0,712.0,725.0,63.0,0.513,,0.557,5.9,0.119,-2.0,0.0,2012,14.1,4.2,4.3,0.4,https://www.sports-reference.com/cbb/players/festus-ezeli-1.html,2012,1.9666666666666668,1,7.7,4.5,0.1,0.562,,0.584,17.9,0.3,1.7,1.6
1299,31,31,CHA,Jeff Taylor,Vanderbilt,3.0,132.0,2566.0,807.0,263.0,107.0,0.409,0.319,0.665,1.3,0.024,-4.2,-1.5,2012,19.4,6.1,2.0,0.8,https://www.sports-reference.com/cbb/players/jeff-taylor-1.html,2012,0.4333333333333333,0,12.4,3.4,2.2,0.509,,0.779,30.8,0.9,0.5,2.4
1302,34,34,CLE,Jae Crowder,Marquette,10.0,716.0,18030.0,6849.0,3042.0,1131.0,0.418,0.345,0.778,38.8,0.103,0.3,10.3,2012,25.2,9.6,4.2,1.6,https://www.sports-reference.com/cbb/players/jae-crowder-1.html,2012,3.88,1,14.6,7.6,1.8,0.492,0.35,0.683,30.2,1.9,0.9,1.0
1303,35,35,GSW,Draymond Green,Michigan State,10.0,673.0,19201.0,5882.0,4672.0,3663.0,0.44,0.315,0.71,52.1,0.13,2.7,22.8,2012,28.5,8.7,6.9,5.4,https://www.sports-reference.com/cbb/players/draymond-green-1.html,2012,5.21,1,10.5,7.6,2.9,0.467,0.361,0.687,25.0,1.2,0.8,1.9
1304,36,36,SAC,Orlando Johnson,UC Santa Barbara,3.0,103.0,1112.0,329.0,180.0,69.0,0.358,0.311,0.727,1.4,0.059,-2.4,-0.1,2012,10.8,3.2,1.7,0.7,https://www.sports-reference.com/cbb/players/orlando-johnson-1.html,2012,0.4666666666666666,0,17.8,5.6,2.6,0.457,0.391,0.72,31.3,0.9,0.5,2.6
1305,37,37,TOR,Quincy Acy,Baylor,7.0,337.0,5392.0,1642.0,1179.0,217.0,0.444,0.35,0.759,8.7,0.078,-2.0,-0.1,2012,16.0,4.9,3.5,0.6,https://www.sports-reference.com/cbb/players/quincy-acy-1.html,2012,1.2428571428571429,1,9.8,6.0,0.6,0.602,0.429,0.708,25.1,0.7,1.3,1.5
1306,38,38,DEN,Quincy Miller,Baylor,3.0,69.0,934.0,295.0,169.0,37.0,0.35,0.292,0.706,-0.1,-0.003,-3.9,-0.5,2012,13.5,4.3,2.4,0.5,https://www.sports-reference.com/cbb/players/quincy-miller-1.html,2012,-0.0333333333333333,0,10.6,4.9,1.4,0.447,0.348,0.816,24.4,0.7,0.6,1.8
1307,39,39,DET,Khris Middleton,Texas A&M,10.0,633.0,20092.0,10743.0,3074.0,2356.0,0.459,0.391,0.88,49.1,0.117,0.7,13.6,2012,31.7,17.0,4.9,3.7,https://www.sports-reference.com/cbb/players/khris-middleton-1.html,2012,4.91,1,11.3,4.6,2.0,0.431,0.321,0.768,26.0,1.0,0.2,2.0
1308,40,40,POR,Will Barton,Memphis,10.0,603.0,15495.0,6976.0,2568.0,1629.0,0.434,0.354,0.785,25.4,0.079,-0.2,7.2,2012,25.7,11.6,4.3,2.7,https://www.sports-reference.com/cbb/players/will-barton-1.html,2012,2.54,1,15.2,6.5,2.9,0.471,0.299,0.733,32.9,1.5,0.6,2.3
1309,41,41,POR,Tyshawn Taylor,Kansas,2.0,61.0,491.0,174.0,33.0,57.0,0.354,0.36,0.684,-0.9,-0.088,-8.1,-0.8,2012,8.0,2.9,0.5,0.9,https://www.sports-reference.com/cbb/players/tyshawn-taylor-1.html,2012,-0.45,0,10.8,2.2,3.9,0.477,0.37,0.708,27.7,1.2,0.2,2.6
1310,42,42,MIL,Doron Lamb,Kentucky,2.0,100.0,1272.0,345.0,95.0,75.0,0.381,0.394,0.7,0.1,0.005,-5.8,-1.2,2012,12.7,3.5,1.0,0.8,https://www.sports-reference.com/cbb/players/doron-lamb-1.html,2012,0.05,0,13.1,2.3,1.6,0.485,0.475,0.811,29.8,0.5,0.1,1.2
1311,43,43,ATL,Mike Scott,Virginia,9.0,555.0,9182.0,3736.0,1727.0,499.0,0.453,0.362,0.757,16.8,0.088,-1.7,0.6,2012,16.5,6.7,3.1,0.9,https://www.sports-reference.com/cbb/players/mike-scott-1.html,2012,1.8666666666666667,1,6.2,3.5,2.0,0.389,0.286,0.677,22.9,1.3,0.1,1.6
1312,44,44,DET,Kim English,Missouri,1.0,41.0,407.0,119.0,37.0,26.0,0.375,0.28,0.724,0.2,0.021,-4.2,-0.2,2012,9.9,2.9,0.9,0.6,https://www.sports-reference.com/cbb/players/kim-english-1.html,2012,0.2,0,11.1,3.0,1.4,0.42,0.394,0.727,24.2,1.1,0.2,1.7
1313,45,45,PHI,Justin Hamilton,LSU,3.0,113.0,1961.0,687.0,403.0,91.0,0.464,0.309,0.798,3.7,0.091,-0.9,0.5,2012,17.4,6.1,3.6,0.8,https://www.sports-reference.com/cbb/players/justin-hamilton-1.html,2012,1.2333333333333334,1,6.9,2.6,2.7,0.489,0.331,0.739,25.1,1.5,0.3,1.3
1314,46,46,NOP,Darius Miller,Kentucky,6.0,271.0,5358.0,1597.0,447.0,367.0,0.419,0.383,0.84,6.5,0.059,-2.3,-0.4,2012,19.8,5.9,1.6,1.4,https://www.sports-reference.com/cbb/players/darius-miller-1.html,2012,1.0833333333333333,1,8.2,3.2,1.8,0.448,0.379,0.815,24.9,0.8,0.7,1.4
1315,47,47,UTA,Kevin Murphy,Tennessee Technological University,1.0,17.0,52.0,15.0,4.0,2.0,0.25,0.2,,-0.3,-0.272,-16.8,-0.2,2012,3.1,0.9,0.2,0.1,https://www.sports-reference.com/cbb/players/kevin-murphy-1.html,2012,-0.3,0,15.8,4.2,1.9,0.443,0.372,0.734,29.0,0.8,0.2,3.0
1319,51,51,BOS,Kris Joseph,Syracuse,1.0,10.0,54.0,9.0,7.0,1.0,0.143,0.0,0.625,-0.1,-0.127,-9.9,-0.1,2012,5.4,0.9,0.7,0.1,https://www.sports-reference.com/cbb/players/kris-joseph-1.html,2012,-0.1,0,10.5,4.5,1.5,0.449,0.331,0.702,26.6,1.3,0.5,1.6
1323,55,55,DAL,Darius Johnson-Odom,Marquette,2.0,7.0,21.0,0.0,6.0,2.0,0.0,0.0,0.0,-0.3,-0.597,-25.5,-0.1,2012,3.0,0.0,0.9,0.3,https://www.sports-reference.com/cbb/players/darius-johnson-odom-1.html,2012,-0.15,0,15.7,3.1,2.5,0.444,0.403,0.722,30.8,0.9,0.2,2.1
1326,58,58,MIN,Robbie Hummel,Purdue,2.0,98.0,1397.0,379.0,266.0,50.0,0.418,0.343,0.867,1.9,0.066,-3.1,-0.4,2012,14.3,3.9,2.7,0.5,https://www.sports-reference.com/cbb/players/robbie-hummel-1.html,2012,0.95,0,14.0,6.8,2.1,0.443,0.389,0.841,30.2,1.0,0.9,1.1
1327,59,59,SAS,Marcus Denmon,Missouri,,,,,,,,,,,,,,2012,,,,,https://www.sports-reference.com/cbb/players/marcus-denmon-1.html,2012,0.0,0,12.6,3.4,1.7,0.455,0.401,0.799,25.5,1.3,0.1,1.0
1328,60,60,LAL,Robert Sacre,Gonzaga,4.0,189.0,2745.0,787.0,593.0,126.0,0.436,0.0,0.671,2.4,0.042,-4.0,-1.4,2012,14.5,4.2,3.1,0.7,https://www.sports-reference.com/cbb/players/robert-sacre-1.html,2012,0.6,0,9.3,5.0,0.7,0.504,0.25,0.735,21.7,0.5,1.4,1.6
1329,1,1,CLE,Anthony Bennett,UNLV,4.0,151.0,1905.0,658.0,472.0,77.0,0.392,0.261,0.67,0.5,0.013,-4.8,-1.3,2013,12.6,4.4,3.1,0.5,https://www.sports-reference.com/cbb/players/anthony-bennett-1.html,2013,0.125,0,16.1,8.1,1.0,0.533,0.375,0.701,27.1,0.7,1.2,1.9
1330,2,2,ORL,Victor Oladipo,Indiana,8.0,454.0,14968.0,7955.0,2094.0,1796.0,0.438,0.347,0.791,24.6,0.079,0.9,10.8,2013,33.0,17.5,4.6,4.0,https://www.sports-reference.com/cbb/players/victor-oladipo-1.html,2013,3.075,1,10.7,5.2,1.7,0.538,0.338,0.716,24.6,1.5,0.5,2.0
1332,4,4,CHA,Cody Zeller,Indiana,9.0,494.0,10973.0,4202.0,2949.0,691.0,0.52,0.221,0.731,32.2,0.141,-0.5,4.1,2013,22.2,8.5,6.0,1.4,https://www.sports-reference.com/cbb/players/cody-zeller-1.html,2013,3.577777777777778,1,16.1,7.3,1.3,0.592,0.0,0.756,29.0,1.2,1.2,2.0
1333,5,5,PHO,Alex Len,Maryland,9.0,564.0,10706.0,4342.0,3333.0,485.0,0.507,0.331,0.683,21.5,0.097,-1.9,0.3,2013,19.0,7.7,5.9,0.9,https://www.sports-reference.com/cbb/players/alex-len-1.html,2013,2.388888888888889,1,9.7,7.0,0.8,0.538,0.111,0.663,24.5,0.2,2.1,1.6
1334,6,6,NOP,Nerlens Noel,Kentucky,8.0,450.0,10086.0,3303.0,2789.0,491.0,0.549,0.154,0.655,28.2,0.134,0.9,7.5,2013,22.4,7.3,6.2,1.1,https://www.sports-reference.com/cbb/players/nerlens-noel-1.html,2013,3.525,1,10.5,9.5,1.6,0.59,,0.529,31.9,2.1,4.4,1.9
1335,7,7,SAC,Ben McLemore,Kansas,9.0,534.0,12037.0,4743.0,1232.0,540.0,0.414,0.364,0.776,9.0,0.036,-3.0,-3.1,2013,22.5,8.9,2.3,1.0,https://www.sports-reference.com/cbb/players/ben-mclemore-1.html,2013,1.0,0,15.9,5.2,2.0,0.495,0.42,0.87,32.2,1.0,0.7,2.1
1336,8,8,DET,Kentavious Caldwell-Pope,Georgia,9.0,661.0,19263.0,7530.0,2076.0,1098.0,0.418,0.358,0.809,33.3,0.083,-0.8,5.8,2013,29.1,11.4,3.1,1.7,https://www.sports-reference.com/cbb/players/kentavious-caldwell-pope-1.html,2013,3.7,1,15.8,6.1,1.5,0.415,0.339,0.752,33.0,1.9,0.4,1.6
1337,9,9,MIN,Trey Burke,Michigan,9.0,488.0,10306.0,4759.0,873.0,1511.0,0.412,0.345,0.812,13.2,0.062,-1.2,1.9,2013,21.1,9.8,1.8,3.1,https://www.sports-reference.com/cbb/players/trey-burke-1.html,2013,1.4666666666666666,1,16.9,3.3,5.7,0.45,0.367,0.777,35.7,1.3,0.5,2.5
1338,10,10,POR,CJ McCollum,Lehigh,9.0,569.0,17929.0,10852.0,1955.0,1919.0,0.454,0.397,0.819,38.9,0.104,1.2,14.7,2013,31.5,19.1,3.4,3.4,https://www.sports-reference.com/cbb/players/cj-mccollum-1.html,2013,4.322222222222222,1,21.3,6.3,2.7,0.439,0.377,0.825,32.9,2.1,0.5,2.4
1339,11,11,PHI,Michael Carter-Williams,Syracuse,8.0,391.0,9898.0,4023.0,1713.0,1701.0,0.402,0.255,0.706,6.6,0.032,-1.2,1.9,2013,25.3,10.3,4.4,4.4,https://www.sports-reference.com/cbb/players/michael-carter-williams-1.html,2013,0.825,0,8.2,3.6,5.2,0.398,0.307,0.679,25.4,2.0,0.4,2.3
1340,12,12,OKC,Steven Adams,Pitt,9.0,644.0,17276.0,6022.0,5080.0,906.0,0.588,0.077,0.549,53.9,0.15,0.4,10.6,2013,26.8,9.4,7.9,1.4,https://www.sports-reference.com/cbb/players/steven-adams-1.html,2013,5.988888888888889,1,7.2,6.3,0.6,0.571,,0.443,23.4,0.7,2.0,1.1
1341,13,13,DAL,Kelly Olynyk,Gonzaga,9.0,591.0,13063.0,5984.0,3012.0,1195.0,0.475,0.364,0.779,34.0,0.125,0.8,9.3,2013,22.1,10.1,5.1,2.0,https://www.sports-reference.com/cbb/players/kelly-olynyk-1.html,2013,3.7777777777777777,1,8.9,4.6,1.1,0.594,0.333,0.709,17.2,0.5,0.5,1.4
1342,14,14,UTA,Shabazz Muhammad,UCLA,5.0,278.0,4772.0,2504.0,770.0,151.0,0.473,0.319,0.751,8.5,0.085,-2.0,0.0,2013,17.2,9.0,2.8,0.5,https://www.sports-reference.com/cbb/players/shabazz-muhammad-1.html,2013,1.7,1,17.9,5.2,0.8,0.443,0.377,0.711,30.8,0.7,0.1,1.6
1346,18,18,ATL,Shane Larkin,Miami (FL),4.0,256.0,4880.0,1399.0,490.0,737.0,0.422,0.336,0.777,4.4,0.044,-2.4,-0.6,2013,19.1,5.5,1.9,2.9,https://www.sports-reference.com/cbb/players/shane-larkin-1.html,2013,1.1,1,11.2,3.2,3.6,0.438,0.375,0.808,31.3,1.8,0.1,2.1
1348,20,20,CHI,Tony Snell,New Mexico,9.0,589.0,12870.0,3608.0,1346.0,663.0,0.431,0.394,0.845,18.4,0.069,-2.0,0.0,2013,21.9,6.1,2.3,1.1,https://www.sports-reference.com/cbb/players/tony-snell-1.html,2013,2.0444444444444443,1,9.2,2.4,2.0,0.421,0.38,0.821,24.8,0.5,0.3,1.5
1349,21,21,UTA,Gorgui Dieng,Louisville,9.0,590.0,12228.0,4448.0,3418.0,779.0,0.5,0.365,0.791,30.5,0.12,0.4,7.2,2013,20.7,7.5,5.8,1.3,https://www.sports-reference.com/cbb/players/gorgui-dieng-1.html,2013,3.388888888888889,1,8.3,7.9,1.2,0.545,0.333,0.64,27.3,1.0,2.6,1.6
1350,22,22,BRK,Mason Plumlee,Duke,9.0,639.0,14274.0,5349.0,4222.0,1542.0,0.582,0.049,0.561,42.8,0.144,1.3,11.9,2013,22.3,8.4,6.6,2.4,https://www.sports-reference.com/cbb/players/mason-plumlee-1.html,2013,4.7555555555555555,1,9.8,7.7,1.5,0.574,0.2,0.583,25.9,0.8,1.4,2.0
1351,23,23,IND,Solomon Hill,Arizona,9.0,448.0,9652.0,2453.0,1399.0,662.0,0.388,0.331,0.797,11.9,0.059,-2.1,-0.3,2013,21.5,5.5,3.1,1.5,https://www.sports-reference.com/cbb/players/solomon-hill-1.html,2013,1.3222222222222222,1,10.3,5.6,2.2,0.481,0.375,0.745,29.0,0.9,0.4,2.1
1353,25,25,LAC,Reggie Bullock,UNC,9.0,415.0,9115.0,3200.0,1021.0,492.0,0.431,0.388,0.846,17.3,0.091,-0.7,3.0,2013,22.0,7.7,2.5,1.2,https://www.sports-reference.com/cbb/players/reggie-bullock-1.html,2013,1.9222222222222225,1,2.8,2.0,0.4,0.426,0.1,0.522,10.5,0.6,0.1,0.9
1354,26,26,MIN,Andre Roberson,Colorado,7.0,307.0,6801.0,1382.0,1230.0,265.0,0.473,0.253,0.468,12.6,0.089,-0.6,2.3,2013,22.2,4.5,4.0,0.9,https://www.sports-reference.com/cbb/players/andre-roberson-1.html,2013,1.8,1,9.6,10.0,1.1,0.516,0.35,0.582,28.3,1.6,1.4,1.7
1357,29,29,OKC,Archie Goodwin,Kentucky,4.0,165.0,2396.0,1040.0,331.0,206.0,0.429,0.236,0.7,1.1,0.022,-3.0,-0.6,2013,14.5,6.3,2.0,1.2,https://www.sports-reference.com/cbb/players/archie-goodwin-1.html,2013,0.275,0,14.1,4.6,2.7,0.44,0.266,0.637,31.8,1.1,0.5,3.1
1359,31,31,CLE,Allen Crabbe,California,7.0,381.0,9125.0,3453.0,1073.0,434.0,0.425,0.387,0.831,13.7,0.072,-1.6,0.9,2013,24.0,9.1,2.8,1.1,https://www.sports-reference.com/cbb/players/allen-crabbe-1.html,2013,1.957142857142857,1,15.7,5.7,2.2,0.446,0.382,0.819,34.7,0.9,0.6,1.9
1361,33,33,CLE,Carrick Felix,Arizona State,1.0,7.0,38.0,19.0,6.0,4.0,0.5,0.4,0.75,0.0,0.057,-3.4,0.0,2013,5.4,2.7,0.9,0.6,https://www.sports-reference.com/cbb/players/carrick-felix-1.html,2013,0.0,0,10.2,4.8,1.3,0.456,0.326,0.704,27.9,1.0,0.8,1.7
1362,34,34,HOU,Isaiah Canaan,Murray State,6.0,235.0,4799.0,1913.0,438.0,454.0,0.371,0.351,0.836,4.3,0.043,-2.4,-0.5,2013,20.4,8.1,1.9,1.9,https://www.sports-reference.com/cbb/players/isaiah-canaan-1.html,2013,0.7166666666666667,0,15.5,2.8,2.9,0.45,0.419,0.803,29.4,1.2,0.1,2.4
1364,36,36,SAC,Ray McCallum,Detroit Mercy,3.0,154.0,2808.0,920.0,306.0,368.0,0.408,0.335,0.711,2.1,0.035,-2.6,-0.4,2013,18.2,6.0,2.0,2.4,https://www.sports-reference.com/cbb/players/ray-mccallum-1.html,2013,0.7000000000000001,0,18.3,2.1,2.4,0.507,,0.804,36.3,1.5,0.1,1.7
1365,37,37,DET,Tony Mitchell,University of North Texas,1.0,21.0,79.0,22.0,26.0,2.0,0.417,1.0,0.579,0.2,0.151,0.4,0.0,2013,3.8,1.0,1.2,0.1,https://www.sports-reference.com/cbb/players/tony-mitchell-1.html,2013,0.2,0,2.4,1.5,0.5,0.333,0.274,0.455,11.1,0.2,0.1,1.0
1366,38,38,WAS,Nate Wolters,South Dakota State,3.0,84.0,1575.0,461.0,185.0,209.0,0.423,0.261,0.635,0.9,0.028,-2.6,-0.2,2013,18.8,5.5,2.2,2.5,https://www.sports-reference.com/cbb/players/nate-wolters-1.html,2013,0.3,0,18.5,4.7,5.3,0.45,0.342,0.803,33.1,1.5,0.2,2.2
1367,39,39,POR,Jeff Withey,Kansas,5.0,206.0,2072.0,666.0,518.0,64.0,0.525,0.143,0.716,6.8,0.157,0.5,1.3,2013,10.1,3.2,2.5,0.3,https://www.sports-reference.com/cbb/players/jeff-withey-1.html,2013,1.36,1,8.0,5.4,0.6,0.568,1.0,0.726,19.8,0.5,2.7,1.2
1368,40,40,POR,Grant Jerrett,Arizona,1.0,8.0,51.0,16.0,9.0,3.0,0.269,0.067,1.0,-0.1,-0.128,-10.8,-0.1,2013,6.4,2.0,1.1,0.4,https://www.sports-reference.com/cbb/players/grant-jerrett-1.html,2013,-0.1,0,5.2,3.6,0.5,0.409,0.405,0.818,17.8,0.5,1.0,0.6
1369,41,41,MEM,Jamaal Franklin,San Diego State,2.0,24.0,174.0,42.0,25.0,9.0,0.415,0.462,1.0,0.0,-0.006,-5.9,-0.2,2013,7.3,1.8,1.0,0.4,https://www.sports-reference.com/cbb/players/jamaal-franklin-1.html,2013,0.0,0,13.7,7.0,1.9,0.426,0.302,0.78,25.9,1.0,0.6,2.6
1370,42,42,PHI,Pierre Jackson,Baylor,1.0,8.0,84.0,35.0,9.0,19.0,0.333,0.273,0.857,0.0,0.021,-4.4,-0.1,2013,10.5,4.4,1.1,2.4,https://www.sports-reference.com/cbb/players/pierre-jackson-1.html,2013,0.0,0,16.7,3.3,6.5,0.441,0.379,0.808,32.8,1.6,0.0,3.5
1372,44,44,DAL,Mike Muscala,Bucknell,9.0,432.0,6694.0,2666.0,1371.0,378.0,0.458,0.377,0.847,16.8,0.121,0.2,3.8,2013,15.5,6.2,3.2,0.9,https://www.sports-reference.com/cbb/players/mike-muscala-1.html,2013,1.8666666666666667,1,15.3,8.2,1.6,0.501,0.313,0.819,28.7,0.4,2.0,1.6
1374,46,46,UTA,Erick Green,Virginia Tech,2.0,52.0,452.0,159.0,37.0,42.0,0.377,0.288,0.857,0.1,0.011,-4.0,-0.2,2013,8.7,3.1,0.7,0.8,https://www.sports-reference.com/cbb/players/erick-green-1.html,2013,0.05,0,13.5,2.6,2.5,0.437,0.338,0.804,28.3,1.2,0.2,1.4
1376,48,48,LAL,Ryan Kelly,Duke,4.0,163.0,3125.0,981.0,504.0,215.0,0.378,0.316,0.797,3.0,0.046,-2.6,-0.5,2013,19.2,6.0,3.1,1.3,https://www.sports-reference.com/cbb/players/ryan-kelly-1.html,2013,0.75,0,1.8,1.9,0.4,0.529,0.0,0.474,11.9,0.2,0.3,0.6
1377,49,49,CHI,Erik Murphy,Florida,1.0,24.0,62.0,6.0,8.0,2.0,0.231,0.0,,-0.1,-0.055,-8.6,-0.1,2013,2.6,0.3,0.3,0.1,https://www.sports-reference.com/cbb/players/erik-murphy-1.html,2013,-0.1,0,7.7,3.7,0.7,0.514,0.435,0.757,18.3,0.4,0.6,1.0
1379,51,51,ORL,Romero Osby,Oklahoma,,,,,,,,,,,,,,2013,,,,,https://www.sports-reference.com/cbb/players/romero-osby-1.html,2013,0.0,0,9.0,4.7,0.8,0.492,0.392,0.737,20.6,0.4,0.6,1.2
1380,52,52,MIN,Lorenzo Brown,NC State,5.0,103.0,1185.0,293.0,151.0,183.0,0.364,0.17,0.707,-0.2,-0.007,-3.5,-0.5,2013,11.5,2.8,1.5,1.8,https://www.sports-reference.com/cbb/players/lorenzo-brown-1.html,2013,-0.04,0,11.6,4.2,5.8,0.429,0.305,0.741,32.6,1.7,0.5,3.0
1381,53,53,IND,Colton Iverson,Colorado State,,,,,,,,,,,,,,2013,,,,,https://www.sports-reference.com/cbb/players/colton-iverson-1.html,2013,0.0,0,7.6,5.7,0.9,0.546,,0.564,20.8,0.4,0.9,1.6
1382,54,54,WAS,Arsalan Kazemi,Oregon,,,,,,,,,,,,,,2013,,,,,https://www.sports-reference.com/cbb/players/arsalan-kazemi-1.html,2013,0.0,0,11.7,10.1,1.5,0.559,0.0,0.678,29.0,1.7,0.8,1.8
1384,56,56,DET,Peyton Siva,Louisville,1.0,24.0,224.0,54.0,14.0,34.0,0.316,0.28,0.733,-0.2,-0.032,-6.4,-0.2,2013,9.3,2.3,0.6,1.4,https://www.sports-reference.com/cbb/players/peyton-siva-1.html,2013,-0.2,0,8.4,2.4,4.7,0.417,0.291,0.737,26.2,1.8,0.1,2.7
1385,57,57,PHO,Alex Oriakhi,Missouri,,,,,,,,,,,,,,2013,,,,,https://www.sports-reference.com/cbb/players/alex-oriakhi-1.html,2013,0.0,0,8.2,7.2,0.3,0.53,0.0,0.641,25.5,0.4,1.5,1.2
1386,58,58,SAS,Deshaun Thomas,Ohio State,,,,,,,,,,,,,,2013,,,,,https://www.sports-reference.com/cbb/players/deshaun-thomas-1.html,2013,0.0,0,14.4,5.0,0.9,0.478,0.342,0.802,27.0,0.4,0.2,1.1
1389,1,1,CLE,Andrew Wiggins,Kansas,8.0,579.0,20319.0,11220.0,2553.0,1348.0,0.449,0.351,0.727,23.5,0.056,-1.5,2.6,2014,35.1,19.4,4.4,2.3,https://www.sports-reference.com/cbb/players/andrew-wiggins-1.html,2014,2.9375,1,17.1,5.9,1.5,0.448,0.341,0.775,32.8,1.2,1.0,2.3
1390,2,2,MIL,Jabari Parker,Duke,8.0,310.0,8535.0,4380.0,1703.0,610.0,0.494,0.326,0.743,13.9,0.078,-0.8,2.5,2014,27.5,14.1,5.5,2.0,https://www.sports-reference.com/cbb/players/jabari-parker-1.html,2014,1.7375,1,19.1,8.7,1.2,0.473,0.358,0.748,30.7,1.1,1.2,2.3
1391,3,3,PHI,Joel Embiid,Kansas,6.0,306.0,9458.0,7817.0,3450.0,1003.0,0.488,0.335,0.809,39.9,0.202,5.8,18.5,2014,30.9,25.5,11.3,3.3,https://www.sports-reference.com/cbb/players/joel-embiid-1.html,2014,6.6499999999999995,1,11.2,8.1,1.4,0.626,0.2,0.685,23.1,0.9,2.6,2.4
1392,4,4,ORL,Aaron Gordon,Arizona,8.0,506.0,14584.0,6530.0,3178.0,1264.0,0.457,0.322,0.699,27.5,0.09,0.0,7.2,2014,28.8,12.9,6.3,2.5,https://www.sports-reference.com/cbb/players/aaron-gordon-1.html,2014,3.4375,1,12.4,8.0,2.0,0.495,0.356,0.422,31.2,0.9,1.0,1.4
1394,6,6,BOS,Marcus Smart,Oklahoma State,8.0,499.0,14825.0,5161.0,1794.0,2168.0,0.38,0.319,0.778,28.0,0.091,-0.2,6.6,2014,29.7,10.3,3.6,4.3,https://www.sports-reference.com/cbb/players/marcus-smart-1.html,2014,3.5,1,16.6,5.9,4.5,0.413,0.295,0.751,33.1,2.9,0.6,3.0
1395,7,7,LAL,Julius Randle,Kentucky,8.0,503.0,15635.0,8874.0,4680.0,1769.0,0.476,0.333,0.743,31.1,0.095,0.4,9.4,2014,31.1,17.6,9.3,3.5,https://www.sports-reference.com/cbb/players/julius-randle-1.html,2014,3.8875,1,15.0,10.4,1.4,0.501,0.167,0.706,30.8,0.5,0.8,2.5
1396,8,8,SAC,Nik Stauskas,Michigan,6.0,337.0,6686.0,2283.0,691.0,514.0,0.389,0.354,0.814,3.9,0.028,-3.0,-1.7,2014,19.8,6.8,2.1,1.5,https://www.sports-reference.com/cbb/players/nik-stauskas-1.html,2014,0.65,0,14.1,2.9,2.3,0.467,0.441,0.832,32.9,0.6,0.3,1.5
1397,9,9,CHA,Noah Vonleh,Indiana,7.0,339.0,5683.0,1660.0,1742.0,257.0,0.459,0.308,0.691,9.2,0.078,-2.4,-0.6,2014,16.8,4.9,5.1,0.8,https://www.sports-reference.com/cbb/players/noah-vonleh-1.html,2014,1.3142857142857145,1,11.3,9.0,0.6,0.523,0.485,0.716,26.5,0.9,1.4,2.1
1398,10,10,PHI,Elfrid Payton,Louisiana,8.0,488.0,13278.0,5013.0,1995.0,2851.0,0.448,0.289,0.624,16.0,0.058,-0.9,3.8,2014,27.2,10.3,4.1,5.8,https://www.sports-reference.com/cbb/players/elfrid-payton-1.html,2014,2.0,1,14.3,5.1,4.9,0.485,0.268,0.611,31.6,2.0,0.5,3.4
