Unnamed: 0,Rk,Pk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%,WS,WS/48,BPM,VORP,DraftYr,MPG,PPG,RPG,APG,playerurl,DraftYear,WS_per_Yr,Success,College_PPG,College_RPG,College_APG,College_FG%,College_3P%,College_FT%,College_MPG,College_STL,College_BLK,College_TOV
1399,11,11,DEN,Doug McDermott,Creighton,8.0,519.0,10842.0,4781.0,1229.0,482.0,0.477,0.412,0.819,19.3,0.085,-1.8,0.5,2014,20.9,9.2,2.4,0.9,https://www.sports-reference.com/cbb/players/doug-mcdermott-1.html,2014,2.4125,1,21.7,7.5,1.3,0.55,0.458,0.831,31.5,0.2,0.1,2.2
1401,13,13,MIN,Zach LaVine,UCLA,8.0,458.0,14515.0,8987.0,1796.0,1767.0,0.461,0.387,0.83,22.1,0.073,0.4,8.7,2014,31.7,19.6,3.9,3.9,https://www.sports-reference.com/cbb/players/zach-lavine-1.html,2014,2.7625,1,9.4,2.5,1.8,0.441,0.375,0.691,24.4,0.9,0.2,1.1
1403,15,15,ATL,Adreian Payne,Michigan State,4.0,107.0,1403.0,429.0,315.0,66.0,0.406,0.254,0.68,-0.6,-0.019,-5.9,-1.4,2014,13.1,4.0,2.9,0.6,https://www.sports-reference.com/cbb/players/adreian-payne-1.html,2014,-0.15,0,8.9,5.3,0.6,0.526,0.409,0.755,20.0,0.6,1.0,1.4
1405,17,17,BOS,James Young,Kentucky,4.0,95.0,812.0,219.0,96.0,28.0,0.367,0.277,0.563,0.8,0.046,-3.4,-0.3,2014,8.5,2.3,1.0,0.3,https://www.sports-reference.com/cbb/players/james-young-1.html,2014,0.2,0,14.3,4.3,1.7,0.407,0.349,0.706,32.4,0.8,0.2,1.9
1406,18,18,PHO,Tyler Ennis,Syracuse,4.0,186.0,2336.0,779.0,250.0,359.0,0.419,0.317,0.768,1.3,0.026,-3.4,-0.8,2014,12.6,4.2,1.3,1.9,https://www.sports-reference.com/cbb/players/tyler-ennis-1.html,2014,0.325,0,12.9,3.4,5.5,0.411,0.353,0.765,35.7,2.1,0.2,1.7
1407,19,19,CHI,Gary Harris,Michigan State,8.0,459.0,13270.0,5442.0,1151.0,957.0,0.449,0.362,0.809,20.3,0.073,-1.4,2.0,2014,28.9,11.9,2.5,2.1,https://www.sports-reference.com/cbb/players/gary-harris-1.html,2014,2.5375,1,14.9,3.3,2.0,0.44,0.376,0.788,31.0,1.6,0.3,1.6
1409,21,21,OKC,Mitch McGary,Michigan,2.0,52.0,557.0,227.0,183.0,17.0,0.527,0.0,0.58,1.3,0.108,-2.6,-0.1,2014,10.7,4.4,3.5,0.3,https://www.sports-reference.com/cbb/players/mitch-mcgary-1.html,2014,0.65,0,7.8,6.6,0.8,0.588,0.0,0.513,20.6,1.2,0.7,1.3
1410,22,22,MEM,Jordan Adams,UCLA,2.0,32.0,263.0,101.0,30.0,19.0,0.402,0.385,0.607,0.4,0.07,1.7,0.2,2014,8.2,3.2,0.9,0.6,https://www.sports-reference.com/cbb/players/jordan-adams-1.html,2014,0.2,0,16.4,4.6,2.1,0.467,0.331,0.839,30.2,2.4,0.2,1.4
1411,23,23,UTA,Rodney Hood,Duke,8.0,437.0,10863.0,4622.0,1151.0,729.0,0.419,0.364,0.841,17.2,0.076,-1.2,2.1,2014,24.9,10.6,2.6,1.7,https://www.sports-reference.com/cbb/players/rodney-hood-1.html,2014,2.15,1,13.3,4.3,2.1,0.455,0.396,0.773,32.8,0.6,0.3,1.3
1412,24,24,CHA,Shabazz Napier,UConn,6.0,345.0,5986.0,2433.0,657.0,849.0,0.397,0.345,0.815,8.1,0.065,-0.7,2.0,2014,17.4,7.1,1.9,2.5,https://www.sports-reference.com/cbb/players/shabazz-napier-1.html,2014,1.35,1,13.7,4.0,4.5,0.411,0.375,0.813,32.3,1.8,0.2,2.4
1417,29,29,OKC,Josh Huestis,Stanford,3.0,76.0,1068.0,187.0,180.0,23.0,0.346,0.312,0.24,0.7,0.03,-3.5,-0.4,2014,14.1,2.5,2.4,0.3,https://www.sports-reference.com/cbb/players/josh-huestis-1.html,2014,0.2333333333333333,0,7.5,6.2,0.8,0.451,0.319,0.61,25.0,0.5,1.4,0.9
1421,33,33,CLE,Joe Harris,Virginia,8.0,414.0,10601.0,4584.0,1344.0,679.0,0.483,0.439,0.78,20.5,0.093,-0.6,3.9,2014,25.6,11.1,3.2,1.6,https://www.sports-reference.com/cbb/players/joe-harris-1.html,2014,2.5625,1,3.1,1.6,0.3,0.452,0.375,0.0,10.1,0.2,0.0,0.4
1422,34,34,NYK,Cleanthony Early,Wichita State,2.0,56.0,801.0,241.0,123.0,42.0,0.346,0.263,0.75,-0.6,-0.039,-5.9,-0.8,2014,14.3,4.3,2.2,0.8,https://www.sports-reference.com/cbb/players/cleanthony-early-1.html,2014,-0.3,0,15.1,5.7,0.7,0.47,0.348,0.819,26.2,0.8,0.8,1.7
1423,35,35,UTA,Jarnell Stokes,Tennessee,3.0,28.0,151.0,67.0,40.0,7.0,0.581,,0.531,0.6,0.202,0.1,0.1,2014,5.4,2.4,1.4,0.3,https://www.sports-reference.com/cbb/players/jarnell-stokes-1.html,2014,0.1999999999999999,0,13.0,9.6,1.5,0.53,0.0,0.628,29.7,0.7,1.1,2.1
1425,37,37,TOR,DeAndre Daniels,UConn,,,,,,,,,,,,,,2014,,,,,https://www.sports-reference.com/cbb/players/deandre-daniels-1.html,2014,0.0,0,9.6,4.6,0.5,0.454,0.349,0.752,23.8,0.6,1.2,1.3
1426,38,38,DET,Spencer Dinwiddie,Colorado,8.0,366.0,9610.0,4691.0,1101.0,1849.0,0.406,0.317,0.793,20.4,0.102,0.1,5.2,2014,26.3,12.8,3.0,5.1,https://www.sports-reference.com/cbb/players/spencer-dinwiddie-1.html,2014,2.55,1,13.0,3.3,2.6,0.42,0.386,0.83,30.1,1.1,0.3,1.8
1427,39,39,PHI,Jerami Grant,Syracuse,8.0,541.0,14016.0,6052.0,2139.0,719.0,0.452,0.346,0.719,27.1,0.093,-0.5,5.2,2014,25.9,11.2,4.0,1.3,https://www.sports-reference.com/cbb/players/jerami-grant-1.html,2014,3.3875,1,7.5,4.7,0.9,0.486,0.3,0.641,21.9,0.6,0.5,0.9
1430,42,42,HOU,Nick Johnson,Arizona,1.0,28.0,262.0,74.0,39.0,11.0,0.347,0.238,0.68,-0.1,-0.02,-6.5,-0.3,2014,9.4,2.6,1.4,0.4,https://www.sports-reference.com/cbb/players/nick-johnson-1.html,2014,-0.1,0,12.3,3.7,2.8,0.421,0.359,0.734,30.9,1.3,0.6,1.8
1432,44,44,MIN,Markel Brown,Oklahoma State,3.0,113.0,1794.0,584.0,234.0,132.0,0.38,0.295,0.781,1.1,0.029,-2.9,-0.4,2014,15.9,5.2,2.1,1.2,https://www.sports-reference.com/cbb/players/markel-brown-1.html,2014,0.3666666666666667,0,12.4,4.3,2.3,0.439,0.347,0.733,30.5,1.0,0.8,1.8
1433,45,45,CHA,Dwight Powell,Stanford,8.0,488.0,9136.0,3643.0,2205.0,493.0,0.577,0.298,0.744,34.9,0.183,1.2,7.5,2014,18.7,7.5,4.5,1.0,https://www.sports-reference.com/cbb/players/dwight-powell-1.html,2014,4.3625,1,10.8,6.3,1.8,0.464,0.289,0.722,26.2,0.9,0.9,2.1
1434,46,46,WAS,Jordan Clarkson,Missouri,8.0,576.0,15502.0,8801.0,1882.0,1463.0,0.439,0.34,0.828,20.3,0.063,-0.5,5.9,2014,26.9,15.3,3.3,2.5,https://www.sports-reference.com/cbb/players/jordan-clarkson-1.html,2014,2.5375,1,15.4,3.3,2.7,0.44,0.322,0.805,31.7,0.9,0.3,2.7
1435,47,47,PHI,Russ Smith,Louisville,2.0,27.0,131.0,53.0,15.0,19.0,0.319,0.188,0.769,-0.2,-0.068,-5.1,-0.1,2014,4.9,2.0,0.6,0.7,https://www.sports-reference.com/cbb/players/russ-smith-1.html,2014,-0.1,0,14.3,2.7,2.8,0.413,0.345,0.76,24.3,1.9,0.1,2.4
1436,48,48,MIL,Lamar Patterson,Pitt,2.0,40.0,435.0,93.0,57.0,45.0,0.326,0.236,0.72,0.1,0.006,-5.7,-0.4,2014,10.9,2.3,1.4,1.1,https://www.sports-reference.com/cbb/players/lamar-patterson-1.html,2014,0.05,0,9.5,3.9,2.9,0.435,0.369,0.723,24.3,1.0,0.3,1.6
1437,49,49,CHI,Cameron Bairstow,New Mexico,2.0,36.0,167.0,44.0,36.0,7.0,0.296,0.2,0.846,-0.1,-0.021,-8.1,-0.3,2014,4.6,1.2,1.0,0.2,https://www.sports-reference.com/cbb/players/cameron-bairstow-1.html,2014,-0.05,0,9.2,4.8,0.8,0.517,0.333,0.717,20.8,0.5,0.7,1.2
1438,50,50,PHO,Alec Brown,Green Bay,,,,,,,,,,,,,,2014,,,,,https://www.sports-reference.com/cbb/players/alec-brown-1.html,2014,0.0,0,13.3,6.3,0.9,0.465,0.4,0.748,29.3,0.6,2.5,2.1
1443,55,55,MIA,Semaj Christon,Xavier,1.0,64.0,973.0,183.0,87.0,130.0,0.345,0.19,0.548,0.1,0.006,-5.1,-0.8,2014,15.2,2.9,1.4,2.0,https://www.sports-reference.com/cbb/players/semaj-christon-1.html,2014,0.1,0,16.2,2.8,4.4,0.462,0.338,0.67,34.8,1.4,0.2,3.1
1446,58,58,SAS,Jordan McRae,Tennessee,4.0,123.0,1696.0,846.0,225.0,167.0,0.417,0.355,0.772,1.7,0.048,-2.1,0.0,2014,13.8,6.9,1.8,1.4,https://www.sports-reference.com/cbb/players/jordan-mcrae-1.html,2014,0.425,0,13.3,3.3,1.8,0.417,0.343,0.769,27.1,0.6,0.9,2.0
1447,59,59,TOR,Xavier Thames,San Diego State,,,,,,,,,,,,,,2014,,,,,https://www.sports-reference.com/cbb/players/xavier-thames-1.html,2014,0.0,0,10.7,2.6,2.8,0.395,0.348,0.814,28.0,1.1,0.2,1.6
1448,60,60,SAS,Cory Jefferson,Baylor,2.0,58.0,581.0,205.0,161.0,16.0,0.444,0.125,0.583,0.9,0.071,-3.3,-0.2,2014,10.0,3.5,2.8,0.3,https://www.sports-reference.com/cbb/players/cory-jefferson-1.html,2014,0.45,0,8.9,5.6,0.4,0.543,0.34,0.66,19.9,0.3,1.3,0.8
1449,1,1,MIN,Karl-Anthony Towns,Kentucky,7.0,460.0,15779.0,10621.0,5243.0,1424.0,0.527,0.396,0.833,63.0,0.192,4.8,27.2,2015,34.3,23.1,11.4,3.1,https://www.sports-reference.com/cbb/players/karl-anthony-towns-1.html,2015,9.0,1,10.3,6.7,1.1,0.566,0.25,0.813,21.1,0.5,2.3,1.4
1451,3,3,PHI,Jahlil Okafor,Duke,6.0,247.0,4827.0,2566.0,1169.0,225.0,0.542,0.222,0.676,7.2,0.071,-2.0,0.0,2015,19.5,10.4,4.7,0.9,https://www.sports-reference.com/cbb/players/jahlil-okafor-1.html,2015,1.2,1,17.3,8.5,1.3,0.664,,0.51,30.1,0.8,1.4,2.5
1454,6,6,SAC,Willie Cauley-Stein,Kentucky,7.0,420.0,9270.0,3675.0,2468.0,597.0,0.544,0.188,0.612,23.3,0.121,-0.1,4.4,2015,22.1,8.8,5.9,1.4,https://www.sports-reference.com/cbb/players/willie-cauley-stein-1.html,2015,3.3285714285714287,1,8.0,6.2,0.9,0.593,,0.508,24.5,1.1,2.2,1.2
1456,8,8,DET,Stanley Johnson,Arizona,7.0,395.0,7844.0,2467.0,1230.0,565.0,0.38,0.299,0.755,5.4,0.033,-2.8,-1.7,2015,19.9,6.2,3.1,1.4,https://www.sports-reference.com/cbb/players/stanley-johnson-1.html,2015,0.7714285714285715,0,13.8,6.5,1.7,0.446,0.371,0.742,28.4,1.5,0.4,2.2
1457,9,9,CHA,Frank Kaminsky,Wisconsin,7.0,377.0,7925.0,3541.0,1527.0,619.0,0.429,0.348,0.743,15.3,0.093,-0.3,3.4,2015,21.0,9.4,4.1,1.6,https://www.sports-reference.com/cbb/players/frank-kaminsky-1.html,2015,2.185714285714286,1,10.1,4.6,1.3,0.522,0.369,0.763,20.4,0.5,1.1,0.8
1458,10,10,MIA,Justise Winslow,Duke,7.0,310.0,8022.0,2587.0,1590.0,779.0,0.414,0.316,0.638,8.0,0.048,-2.0,0.0,2015,25.9,8.3,5.1,2.5,https://www.sports-reference.com/cbb/players/justise-winslow-1.html,2015,1.1428571428571428,1,12.6,6.5,2.1,0.486,0.418,0.641,29.1,1.3,0.9,1.8
1459,11,11,IND,Myles Turner,Texas,7.0,431.0,12379.0,5485.0,2879.0,513.0,0.489,0.349,0.768,33.1,0.128,0.7,8.3,2015,28.7,12.7,6.7,1.2,https://www.sports-reference.com/cbb/players/myles-turner-1.html,2015,4.728571428571429,1,10.1,6.5,0.6,0.455,0.274,0.839,22.2,0.3,2.6,1.4
1460,12,12,UTA,Trey Lyles,Kentucky,7.0,427.0,7678.0,3253.0,1821.0,447.0,0.438,0.336,0.726,13.1,0.082,-1.1,1.8,2015,18.0,7.6,4.3,1.0,https://www.sports-reference.com/cbb/players/trey-lyles-1.html,2015,1.8714285714285712,1,8.7,5.2,1.1,0.488,0.138,0.735,23.0,0.5,0.4,1.1
1461,13,13,PHO,Devin Booker,Kentucky,7.0,460.0,15468.0,10695.0,1788.0,2126.0,0.454,0.354,0.869,27.2,0.085,0.2,8.7,2015,33.6,23.3,3.9,4.6,https://www.sports-reference.com/cbb/players/devin-booker-1.html,2015,3.8857142857142857,1,9.0,5.7,0.8,0.496,0.275,0.658,24.1,0.6,0.6,1.6
1462,14,14,OKC,Cameron Payne,Murray State,7.0,261.0,4531.0,1924.0,559.0,767.0,0.421,0.365,0.835,7.1,0.075,-0.6,1.6,2015,17.4,7.4,2.1,2.9,https://www.sports-reference.com/cbb/players/cameron-payne-1.html,2015,1.0142857142857142,1,18.5,3.7,5.7,0.432,0.359,0.781,32.4,1.8,0.5,2.9
1464,16,16,BOS,Terry Rozier,Louisville,7.0,455.0,11701.0,5584.0,1770.0,1400.0,0.413,0.373,0.815,21.6,0.089,0.4,7.2,2015,25.7,12.3,3.9,3.1,https://www.sports-reference.com/cbb/players/terry-rozier-1.html,2015,3.085714285714286,1,12.0,4.3,2.4,0.408,0.331,0.772,26.8,1.5,0.1,1.4
1465,17,17,MIL,Rashad Vaughn,UNLV,3.0,139.0,1671.0,423.0,158.0,75.0,0.337,0.313,0.692,-0.6,-0.017,-4.7,-1.2,2015,12.0,3.0,1.1,0.5,https://www.sports-reference.com/cbb/players/rashad-vaughn-1.html,2015,-0.1999999999999999,0,17.8,4.8,1.6,0.439,0.383,0.694,32.3,0.8,0.3,2.2
1466,18,18,HOU,Sam Dekker,Wisconsin,5.0,201.0,3097.0,1094.0,607.0,160.0,0.478,0.288,0.606,5.4,0.083,-1.4,0.5,2015,15.4,5.4,3.0,0.8,https://www.sports-reference.com/cbb/players/sam-dekker-1.html,2015,1.08,1,12.1,5.0,1.3,0.493,0.348,0.695,27.9,0.6,0.5,1.0
1467,19,19,WAS,Jerian Grant,Notre Dame,5.0,279.0,4998.0,1692.0,530.0,805.0,0.411,0.323,0.77,8.3,0.08,-1.6,0.5,2015,17.9,6.1,1.9,2.9,https://www.sports-reference.com/cbb/players/jerian-grant-1.html,2015,1.66,1,14.6,2.9,5.8,0.436,0.345,0.79,36.4,1.5,0.3,2.2
1468,20,20,TOR,Delon Wright,Utah,7.0,387.0,8088.0,2840.0,1251.0,1189.0,0.452,0.353,0.795,21.3,0.126,2.0,8.2,2015,20.9,7.3,3.2,3.1,https://www.sports-reference.com/cbb/players/delon-wright-1.html,2015,3.042857142857143,1,15.0,5.8,5.2,0.535,0.299,0.814,34.8,2.3,1.1,2.2
1469,21,21,DAL,Justin Anderson,Virginia,6.0,232.0,3041.0,1203.0,585.0,160.0,0.412,0.293,0.776,4.7,0.074,-1.4,0.4,2015,13.1,5.2,2.5,0.7,https://www.sports-reference.com/cbb/players/justin-anderson-1.html,2015,0.7833333333333333,0,8.9,3.5,1.8,0.43,0.357,0.752,24.1,0.6,0.9,1.3
1470,22,22,CHI,Bobby Portis,Arkansas,7.0,432.0,9277.0,4751.0,2803.0,517.0,0.47,0.384,0.752,19.9,0.103,-0.6,3.2,2015,21.5,11.0,6.5,1.2,https://www.sports-reference.com/cbb/players/bobby-portis-1.html,2015,2.8428571428571425,1,15.0,7.9,1.3,0.526,0.365,0.737,28.5,1.1,1.5,1.4
1471,23,23,POR,Rondae Hollis-Jefferson,Arizona,6.0,305.0,6759.0,2760.0,1684.0,579.0,0.449,0.212,0.735,12.9,0.091,-0.7,2.3,2015,22.2,9.0,5.5,1.9,https://www.sports-reference.com/cbb/players/rondae-hollis-jefferson-1.html,2015,2.15,1,10.2,6.3,1.5,0.496,0.205,0.697,27.0,0.9,0.9,1.4
1472,24,24,CLE,Tyus Jones,Duke,7.0,435.0,7926.0,2604.0,754.0,1589.0,0.435,0.343,0.824,17.7,0.107,0.3,4.6,2015,18.2,6.0,1.7,3.7,https://www.sports-reference.com/cbb/players/tyus-jones-1.html,2015,2.5285714285714285,1,11.8,3.5,5.6,0.417,0.379,0.889,33.9,1.5,0.1,1.9
1473,25,25,MEM,Jarell Martin,LSU,4.0,184.0,2927.0,998.0,639.0,114.0,0.434,0.346,0.766,3.2,0.053,-4.3,-1.7,2015,15.9,5.4,3.5,0.6,https://www.sports-reference.com/cbb/players/jarell-martin-1.html,2015,0.8,0,13.7,6.9,1.4,0.494,0.308,0.689,30.7,1.0,0.7,2.2
1477,29,29,BRK,Chris McCullough,Syracuse,3.0,59.0,532.0,194.0,112.0,15.0,0.426,0.306,0.548,0.6,0.054,-2.5,-0.1,2015,9.0,3.3,1.9,0.3,https://www.sports-reference.com/cbb/players/chris-mccullough-1.html,2015,0.1999999999999999,0,9.3,6.9,1.1,0.478,1.0,0.563,28.1,1.7,2.1,2.2
1478,30,30,GSW,Kevon Looney,UCLA,7.0,344.0,5545.0,1603.0,1600.0,436.0,0.562,0.172,0.615,18.5,0.16,-0.5,2.1,2015,16.1,4.7,4.7,1.3,https://www.sports-reference.com/cbb/players/kevon-looney-1.html,2015,2.642857142857143,1,11.6,9.2,1.4,0.47,0.415,0.626,30.9,1.3,0.9,1.3
1480,32,32,HOU,Montrezl Harrell,Louisville,7.0,437.0,9468.0,5686.0,2338.0,598.0,0.619,0.12,0.659,39.2,0.199,2.9,11.7,2015,21.7,13.0,5.4,1.4,https://www.sports-reference.com/cbb/players/montrezl-harrell-1.html,2015,5.6000000000000005,1,11.6,6.9,0.9,0.586,0.275,0.533,26.4,0.8,1.1,1.3
1481,33,33,BOS,Jordan Mickey,LSU,3.0,64.0,482.0,152.0,128.0,17.0,0.449,0.118,0.605,0.5,0.05,-4.8,-0.3,2015,7.5,2.4,2.0,0.3,https://www.sports-reference.com/cbb/players/jordan-mickey-1.html,2015,0.1666666666666666,0,14.0,8.8,1.2,0.518,0.071,0.669,33.8,0.8,3.4,2.8
1482,34,34,LAL,Anthony Brown,Stanford,3.0,41.0,762.0,161.0,103.0,28.0,0.328,0.286,0.85,-0.2,-0.016,-5.1,-0.6,2015,18.6,3.9,2.5,0.7,https://www.sports-reference.com/cbb/players/anthony-brown-1.html,2015,-0.0666666666666666,0,3.0,2.3,0.3,0.482,0.143,0.569,13.1,0.3,0.4,0.4
1484,36,36,MIN,Rakeem Christmas,Syracuse,2.0,30.0,225.0,63.0,57.0,4.0,0.467,,0.724,0.5,0.105,-4.7,-0.2,2015,7.5,2.1,1.9,0.1,https://www.sports-reference.com/cbb/players/rakeem-christmas-1.html,2015,0.25,0,7.4,5.3,0.6,0.56,0.0,0.681,22.0,0.5,1.7,1.1
1485,37,37,PHI,Richaun Holmes,Bowling Green,7.0,372.0,7861.0,3586.0,2152.0,401.0,0.606,0.256,0.745,26.6,0.162,0.5,4.9,2015,21.1,9.6,5.8,1.1,https://www.sports-reference.com/cbb/players/richaun-holmes-1.html,2015,3.8,1,11.5,6.9,0.7,0.554,0.353,0.697,26.5,0.8,2.6,1.5
1486,38,38,DET,Darrun Hilliard,Villanova,3.0,91.0,859.0,295.0,85.0,71.0,0.377,0.304,0.747,0.3,0.016,-4.7,-0.6,2015,9.4,3.2,0.9,0.8,https://www.sports-reference.com/cbb/players/darrun-hilliard-1.html,2015,0.0999999999999999,0,11.4,3.0,1.9,0.436,0.367,0.748,26.8,1.3,0.4,1.6
1488,40,40,MIA,Josh Richardson,Tennessee,7.0,418.0,12533.0,5034.0,1317.0,1125.0,0.428,0.361,0.834,23.0,0.088,-0.5,4.9,2015,30.0,12.0,3.2,2.7,https://www.sports-reference.com/cbb/players/josh-richardson-1.html,2015,3.2857142857142856,1,6.1,2.8,0.5,0.445,0.0,0.56,18.1,0.5,0.1,1.0
1489,41,41,BRK,Pat Connaughton,Notre Dame,7.0,406.0,7483.0,2367.0,1355.0,505.0,0.447,0.366,0.791,17.6,0.113,0.0,3.7,2015,18.4,5.8,3.3,1.2,https://www.sports-reference.com/cbb/players/pat-connaughton-1.html,2015,2.5142857142857147,1,10.5,5.9,1.8,0.45,0.386,0.777,32.3,0.7,0.5,1.0
1490,42,42,UTA,Olivier Hanlan,Boston College,,,,,,,,,,,,,,2015,,,,,https://www.sports-reference.com/cbb/players/olivier-hanlan-1.html,2015,0.0,0,17.8,3.9,3.1,0.453,0.361,0.778,36.0,1.1,0.1,2.4
1491,43,43,IND,Joe Young,Oregon,3.0,127.0,1077.0,429.0,130.0,119.0,0.393,0.296,0.768,0.4,0.016,-4.1,-0.6,2015,8.5,3.4,1.0,0.9,https://www.sports-reference.com/cbb/players/joe-young-1.html,2015,0.1333333333333333,0,3.8,1.8,0.6,0.377,0.34,0.737,13.5,0.6,0.1,0.7
1492,44,44,PHO,Andrew Harrison,Kentucky,3.0,145.0,2987.0,1012.0,287.0,399.0,0.373,0.294,0.779,3.2,0.051,-2.8,-0.6,2015,20.6,7.0,2.0,2.8,https://www.sports-reference.com/cbb/players/andrew-harrison-1.html,2015,1.0666666666666669,1,10.1,2.7,3.8,0.372,0.367,0.777,28.6,0.8,0.2,2.2
1493,45,45,BOS,Marcus Thornton,William & Mary,,,,,,,,,,,,,,2015,,,,,https://www.sports-reference.com/cbb/players/marcus-thornton-1.html,2015,0.0,0,20.4,5.5,1.8,0.455,0.382,0.771,32.7,1.5,0.3,2.0
1494,46,46,MIL,Norman Powell,UCLA,7.0,419.0,9378.0,4732.0,1083.0,623.0,0.462,0.382,0.831,19.7,0.101,-0.2,4.3,2015,22.4,11.3,2.6,1.5,https://www.sports-reference.com/cbb/players/norman-powell-1.html,2015,2.814285714285714,1,9.8,3.0,1.5,0.461,0.314,0.746,25.2,1.1,0.4,1.3
1496,48,48,OKC,Dakari Johnson,Kentucky,1.0,31.0,161.0,55.0,34.0,8.0,0.564,,0.55,0.6,0.178,-0.3,0.1,2015,5.2,1.8,1.1,0.3,https://www.sports-reference.com/cbb/players/dakari-johnson-1.html,2015,0.6,0,5.8,4.3,0.5,0.537,,0.559,15.2,0.3,0.8,0.9
1497,49,49,WAS,Aaron White,Iowa,,,,,,,,,,,,,,2015,,,,,https://www.sports-reference.com/cbb/players/aaron-white-1.html,2015,0.0,0,7.4,1.8,1.6,0.399,0.386,0.74,18.9,0.9,0.0,1.6
1499,51,51,ORL,Tyler Harvey,Eastern Washington,,,,,,,,,,,,,,2015,,,,,https://www.sports-reference.com/cbb/players/tyler-harvey-1.html,2015,0.0,0,18.6,3.5,2.3,0.463,0.432,0.847,31.4,1.0,0.2,1.8
1503,55,55,SAS,Cady Lalanne,UMass,,,,,,,,,,,,,,2015,,,,,https://www.sports-reference.com/cbb/players/cady-lalanne-1.html,2015,0.0,0,10.0,7.9,0.2,0.553,0.213,0.666,25.2,0.4,1.8,1.9
1504,56,56,NOP,Branden Dawson,Michigan State,1.0,6.0,29.0,5.0,4.0,0.0,0.4,,1.0,0.0,0.069,-5.7,0.0,2015,4.8,0.8,0.7,0.0,https://www.sports-reference.com/cbb/players/branden-dawson-1.html,2015,0.0,0,10.1,6.9,1.4,0.559,0.0,0.558,26.6,1.3,1.1,1.7
1509,1,1,PHI,Ben Simmons,LSU,4.0,275.0,9326.0,4382.0,2217.0,2127.0,0.56,0.147,0.597,30.4,0.156,3.7,13.5,2016,33.9,15.9,8.1,7.7,https://www.sports-reference.com/cbb/players/ben-simmons-1.html,2016,7.6,1,19.2,11.8,4.8,0.56,0.333,0.67,34.9,2.0,0.8,3.4
1510,2,2,LAL,Brandon Ingram,Duke,6.0,358.0,11756.0,6559.0,1832.0,1346.0,0.459,0.362,0.765,17.4,0.071,-0.5,4.6,2016,32.8,18.3,5.1,3.8,https://www.sports-reference.com/cbb/players/brandon-ingram-1.html,2016,2.9,1,17.3,6.8,2.0,0.442,0.41,0.682,34.6,1.1,1.4,2.0
1511,3,3,BOS,Jaylen Brown,California,6.0,383.0,10918.0,6177.0,1891.0,741.0,0.47,0.373,0.712,22.5,0.099,0.0,5.5,2016,28.5,16.1,4.9,1.9,https://www.sports-reference.com/cbb/players/jaylen-brown-1.html,2016,3.75,1,14.6,5.4,2.0,0.431,0.294,0.654,27.6,0.8,0.6,3.1
1513,5,5,MIN,Kris Dunn,Providence,5.0,231.0,5561.0,1889.0,766.0,950.0,0.42,0.305,0.727,3.7,0.032,-1.9,0.1,2016,24.1,8.2,3.3,4.1,https://www.sports-reference.com/cbb/players/kris-dunn-1.html,2016,0.74,0,12.8,5.1,5.8,0.45,0.354,0.693,31.5,2.2,0.4,3.3
1514,6,6,NOP,Buddy Hield,Oklahoma,6.0,446.0,12906.0,7070.0,1895.0,1076.0,0.429,0.399,0.863,16.5,0.061,0.2,7.2,2016,28.9,15.9,4.2,2.4,https://www.sports-reference.com/cbb/players/buddy-hield-1.html,2016,2.75,1,17.4,5.0,1.9,0.448,0.39,0.836,31.7,1.3,0.3,2.2
1515,7,7,DEN,Jamal Murray,Kentucky,5.0,345.0,10384.0,5639.0,1258.0,1322.0,0.446,0.367,0.878,20.8,0.096,0.3,6.0,2016,30.1,16.3,3.6,3.8,https://www.sports-reference.com/cbb/players/jamal-murray-1.html,2016,4.16,1,20.0,5.2,2.2,0.454,0.408,0.783,35.2,1.0,0.3,2.3
1516,8,8,SAC,Marquese Chriss,Washington,6.0,281.0,5248.0,2167.0,1343.0,293.0,0.456,0.29,0.666,6.2,0.056,-2.3,-0.4,2016,18.7,7.7,4.8,1.0,https://www.sports-reference.com/cbb/players/marquese-chriss-1.html,2016,1.0333333333333334,1,13.7,5.4,0.8,0.53,0.35,0.682,24.9,0.9,1.6,2.0
1517,9,9,TOR,Jakob Poeltl,Utah,6.0,397.0,7853.0,2762.0,2339.0,550.0,0.627,0.667,0.514,27.0,0.165,1.0,6.0,2016,19.8,7.0,5.9,1.4,https://www.sports-reference.com/cbb/players/jakob-poeltl-1.html,2016,4.5,1,13.3,8.0,1.3,0.658,0.0,0.605,26.9,0.5,1.7,1.8
1519,11,11,ORL,Domantas Sabonis,Gonzaga,6.0,404.0,11431.0,5747.0,3676.0,1428.0,0.533,0.32,0.727,34.1,0.143,1.7,10.8,2016,28.3,14.2,9.1,3.5,https://www.sports-reference.com/cbb/players/domantas-sabonis-1.html,2016,5.683333333333334,1,13.5,9.4,1.3,0.632,0.357,0.729,26.6,0.5,0.6,2.0
1520,12,12,UTA,Taurean Prince,Baylor,6.0,348.0,8480.0,3667.0,1378.0,619.0,0.414,0.372,0.819,7.4,0.042,-1.9,0.3,2016,24.4,10.5,4.0,1.8,https://www.sports-reference.com/cbb/players/taurean-prince-1.html,2016,1.2333333333333334,1,10.2,4.2,1.1,0.46,0.376,0.718,20.2,0.9,0.5,1.7
